f_flight_combination,f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total
405,SGN,SIN,SQ,VND,B787-10,2026-06-02T16:25:00,2026-06-02T18:30:00,ECONOMY,O,125,2263322.46
408,SIN,HKG,SQ,SGD,A380-800,2026-06-03T08:05:00,2026-06-03T12:25:00,ECONOMY,O,260,143.50
409,HKG,SIN,SQ,HKD,A380-800,2026-06-03T15:30:00,2026-06-03T19:35:00,ECONOMY,O,245,882.51
410,SIN,LHR,SQ,SGD,A380-800,2026-06-03T23:05:00,2026-06-04T14:00:00,ECONOMY,O,895,528.50
411,LHR,SIN,SQ,GBP,A380-800,2026-06-03T14:30:00,2026-06-04T04:10:00,ECONOMY,O,820,308.46
412,SIN,SUB,SQ,SGD,B787-10,2026-06-03T08:05:00,2026-06-03T10:35:00,ECONOMY,O,150,128.50
413,SUB,SIN,SQ,IDR,B787-10,2026-06-03T16:30:00,2026-06-03T18:55:00,ECONOMY,O,145,1723730.43
414,SIN,SGN,SQ,SGD,B787-10,2026-06-03T09:05:00,2026-06-03T11:20:00,ECONOMY,O,135,112.00
415,SGN,SIN,SQ,VND,B787-10,2026-06-03T17:30:00,2026-06-03T19:35:00,ECONOMY,O,125,2263322.46
418,SIN,HKG,SQ,SGD,A350-900,2026-06-04T09:10:00,2026-06-04T13:30:00,ECONOMY,O,260,149.50
419,HKG,SIN,SQ,HKD,A350-900,2026-06-04T12:35:00,2026-06-04T16:40:00,ECONOMY,O,245,919.41
420,SIN,LHR,SQ,SGD,A350-900,2026-06-04T00:10:00,2026-06-04T15:05:00,ECONOMY,O,895,550.50
421,LHR,SIN,SQ,GBP,A350-900,2026-06-04T11:35:00,2026-06-05T01:15:00,ECONOMY,O,820,321.30
422,SIN,SUB,SQ,SGD,B787-10,2026-06-04T09:10:00,2026-06-04T11:40:00,ECONOMY,O,150,132.50
423,SUB,SIN,SQ,IDR,B787-10,2026-06-04T13:35:00,2026-06-04T16:00:00,ECONOMY,O,145,1777387.41
424,SIN,SGN,SQ,SGD,B787-10,2026-06-04T10:10:00,2026-06-04T12:25:00,ECONOMY,O,135,115.00
425,SGN,SIN,SQ,VND,B787-10,2026-06-04T14:35:00,2026-06-04T16:40:00,ECONOMY,O,125,2323947.17
428,SIN,HKG,SQ,SGD,A380-800,2026-06-05T10:15:00,2026-06-05T14:35:00,ECONOMY,O,260,163.50
429,HKG,SIN,SQ,HKD,A380-800,2026-06-05T13:15:00,2026-06-05T17:20:00,ECONOMY,O,245,1005.50
430,SIN,LHR,SQ,SGD,B777-300ER,2026-06-05T01:15:00,2026-06-05T16:10:00,ECONOMY,O,895,595.50
431,LHR,SIN,SQ,GBP,B777-300ER,2026-06-05T12:15:00,2026-06-06T01:55:00,ECONOMY,O,820,347.56
432,SIN,SUB,SQ,SGD,B787-10,2026-06-05T10:15:00,2026-06-05T12:45:00,ECONOMY,O,150,142.50
433,SUB,SIN,SQ,IDR,B787-10,2026-06-05T14:15:00,2026-06-05T16:40:00,ECONOMY,O,145,1911529.86
434,SIN,SGN,SQ,SGD,B787-10,2026-06-05T11:15:00,2026-06-05T13:30:00,ECONOMY,O,135,123.00
435,SGN,SIN,SQ,VND,B787-10,2026-06-05T15:15:00,2026-06-05T17:20:00,ECONOMY,O,125,2485613.06
438,SIN,HKG,SQ,SGD,A350-900,2026-06-06T08:50:00,2026-06-06T13:10:00,ECONOMY,O,260,163.50
439,HKG,SIN,SQ,HKD,A350-900,2026-06-06T14:20:00,2026-06-06T18:25:00,ECONOMY,O,245,1005.50
440,SIN,LHR,SQ,SGD,A380-800,2026-06-06T23:50:00,2026-06-07T14:45:00,ECONOMY,O,895,595.50
441,LHR,SIN,SQ,GBP,A380-800,2026-06-06T13:20:00,2026-06-07T03:00:00,ECONOMY,O,820,347.56
442,SIN,SUB,SQ,SGD,B787-10,2026-06-06T08:50:00,2026-06-06T11:20:00,ECONOMY,O,150,142.50
443,SUB,SIN,SQ,IDR,B787-10,2026-06-06T15:20:00,2026-06-06T17:45:00,ECONOMY,O,145,1911529.86
444,SIN,SGN,SQ,SGD,B787-10,2026-06-06T09:50:00,2026-06-06T12:05:00,ECONOMY,O,135,123.00
445,SGN,SIN,SQ,VND,B787-10,2026-06-06T16:20:00,2026-06-06T18:25:00,ECONOMY,O,125,2485613.06
448,SIN,HKG,SQ,SGD,A380-800,2026-06-07T09:55:00,2026-06-07T14:15:00,ECONOMY,O,260,163.50
449,HKG,SIN,SQ,HKD,A380-800,2026-06-07T15:25:00,2026-06-07T19:30:00,ECONOMY,O,245,1005.50
450,SIN,LHR,SQ,SGD,A350-900,2026-06-07T00:55:00,2026-06-07T15:50:00,ECONOMY,O,895,595.50
451,LHR,SIN,SQ,GBP,A350-900,2026-06-07T14:25:00,2026-06-08T04:05:00,ECONOMY,O,820,347.56
452,SIN,SUB,SQ,SGD,B787-10,2026-06-07T09:55:00,2026-06-07T12:25:00,ECONOMY,O,150,142.50
453,SUB,SIN,SQ,IDR,B787-10,2026-06-07T16:25:00,2026-06-07T18:50:00,ECONOMY,O,145,1911529.86
454,SIN,SGN,SQ,SGD,B787-10,2026-06-07T10:55:00,2026-06-07T13:10:00,ECONOMY,O,135,123.00
455,SGN,SIN,SQ,VND,B787-10,2026-06-07T17:25:00,2026-06-07T19:30:00,ECONOMY,O,125,2485613.06
458,SIN,HKG,SQ,SGD,A350-900,2026-06-08T10:00:00,2026-06-08T14:20:00,ECONOMY,O,260,149.50
459,HKG,SIN,SQ,HKD,A350-900,2026-06-08T12:30:00,2026-06-08T16:35:00,ECONOMY,O,245,919.41
460,SIN,LHR,SQ,SGD,B777-300ER,2026-06-08T01:00:00,2026-06-08T15:55:00,ECONOMY,O,895,550.50
461,LHR,SIN,SQ,GBP,B777-300ER,2026-06-08T11:30:00,2026-06-09T01:10:00,ECONOMY,O,820,321.30
462,SIN,SUB,SQ,SGD,B787-10,2026-06-08T10:00:00,2026-06-08T12:30:00,ECONOMY,O,150,132.50
463,SUB,SIN,SQ,IDR,B787-10,2026-06-08T13:30:00,2026-06-08T15:55:00,ECONOMY,O,145,1777387.41
464,SIN,SGN,SQ,SGD,B787-10,2026-06-08T11:00:00,2026-06-08T13:15:00,ECONOMY,O,135,115.00
465,SGN,SIN,SQ,VND,B787-10,2026-06-08T14:30:00,2026-06-08T16:35:00,ECONOMY,O,125,2323947.17
468,SIN,HKG,SQ,SGD,A380-800,2026-06-09T08:05:00,2026-06-09T12:25:00,ECONOMY,O,260,143.50
469,HKG,SIN,SQ,HKD,A380-800,2026-06-09T13:35:00,2026-06-09T17:40:00,ECONOMY,O,245,882.51
470,SIN,LHR,SQ,SGD,A380-800,2026-06-09T23:05:00,2026-06-10T14:00:00,ECONOMY,O,895,528.50
471,LHR,SIN,SQ,GBP,A380-800,2026-06-09T12:35:00,2026-06-10T02:15:00,ECONOMY,O,820,308.46
472,SIN,SUB,SQ,SGD,B787-10,2026-06-09T08:05:00,2026-06-09T10:35:00,ECONOMY,O,150,128.50
473,SUB,SIN,SQ,IDR,B787-10,2026-06-09T14:35:00,2026-06-09T17:00:00,ECONOMY,O,145,1723730.43
474,SIN,SGN,SQ,SGD,B787-10,2026-06-09T09:05:00,2026-06-09T11:20:00,ECONOMY,O,135,112.00
475,SGN,SIN,SQ,VND,B787-10,2026-06-09T15:35:00,2026-06-09T17:40:00,ECONOMY,O,125,2263322.46
478,SIN,HKG,SQ,SGD,A350-900,2026-06-10T09:10:00,2026-06-10T13:30:00,ECONOMY,O,260,143.50
479,HKG,SIN,SQ,HKD,A350-900,2026-06-10T14:15:00,2026-06-10T18:20:00,ECONOMY,O,245,882.51
480,SIN,LHR,SQ,SGD,A350-900,2026-06-10T00:10:00,2026-06-10T15:05:00,ECONOMY,O,895,528.50
481,LHR,SIN,SQ,GBP,A350-900,2026-06-10T13:15:00,2026-06-11T02:55:00,ECONOMY,O,820,308.46
482,SIN,SUB,SQ,SGD,B787-10,2026-06-10T09:10:00,2026-06-10T11:40:00,ECONOMY,O,150,128.50
483,SUB,SIN,SQ,IDR,B787-10,2026-06-10T15:15:00,2026-06-10T17:40:00,ECONOMY,O,145,1723730.43
484,SIN,SGN,SQ,SGD,B787-10,2026-06-10T10:10:00,2026-06-10T12:25:00,ECONOMY,O,135,112.00
485,SGN,SIN,SQ,VND,B787-10,2026-06-10T16:15:00,2026-06-10T18:20:00,ECONOMY,O,125,2263322.46
488,SIN,HKG,SQ,SGD,A380-800,2026-06-11T10:15:00,2026-06-11T14:35:00,ECONOMY,O,260,149.50
489,HKG,SIN,SQ,HKD,A380-800,2026-06-11T15:20:00,2026-06-11T19:25:00,ECONOMY,O,245,919.41
490,SIN,LHR,SQ,SGD,B777-300ER,2026-06-11T01:15:00,2026-06-11T16:10:00,ECONOMY,O,895,550.50
491,LHR,SIN,SQ,GBP,B777-300ER,2026-06-11T14:20:00,2026-06-12T04:00:00,ECONOMY,O,820,321.30
492,SIN,SUB,SQ,SGD,B787-10,2026-06-11T10:15:00,2026-06-11T12:45:00,ECONOMY,O,150,132.50
493,SUB,SIN,SQ,IDR,B787-10,2026-06-11T16:20:00,2026-06-11T18:45:00,ECONOMY,O,145,1777387.41
494,SIN,SGN,SQ,SGD,B787-10,2026-06-11T11:15:00,2026-06-11T13:30:00,ECONOMY,O,135,115.00
495,SGN,SIN,SQ,VND,B787-10,2026-06-11T17:20:00,2026-06-11T19:25:00,ECONOMY,O,125,2323947.17
498,SIN,HKG,SQ,SGD,A350-900,2026-06-12T08:50:00,2026-06-12T13:10:00,ECONOMY,O,260,163.50
499,HKG,SIN,SQ,HKD,A350-900,2026-06-12T12:25:00,2026-06-12T16:30:00,ECONOMY,O,245,1005.50
500,SIN,LHR,SQ,SGD,A380-800,2026-06-12T23:50:00,2026-06-13T14:45:00,ECONOMY,O,895,595.50
501,LHR,SIN,SQ,GBP,A380-800,2026-06-12T11:25:00,2026-06-13T01:05:00,ECONOMY,O,820,347.56
502,SIN,SUB,SQ,SGD,B787-10,2026-06-12T08:50:00,2026-06-12T11:20:00,ECONOMY,O,150,142.50
503,SUB,SIN,SQ,IDR,B787-10,2026-06-12T13:25:00,2026-06-12T15:50:00,ECONOMY,O,145,1911529.86
504,SIN,SGN,SQ,SGD,B787-10,2026-06-12T09:50:00,2026-06-12T12:05:00,ECONOMY,O,135,123.00
505,SGN,SIN,SQ,VND,B787-10,2026-06-12T14:25:00,2026-06-12T16:30:00,ECONOMY,O,125,2485613.06
508,SIN,HKG,SQ,SGD,A380-800,2026-06-13T09:55:00,2026-06-13T14:15:00,ECONOMY,O,260,163.50
509,HKG,SIN,SQ,HKD,A380-800,2026-06-13T13:30:00,2026-06-13T17:35:00,ECONOMY,O,245,1005.50
510,SIN,LHR,SQ,SGD,A350-900,2026-06-13T00:55:00,2026-06-13T15:50:00,ECONOMY,O,895,595.50
511,LHR,SIN,SQ,GBP,A350-900,2026-06-13T12:30:00,2026-06-14T02:10:00,ECONOMY,O,820,347.56
512,SIN,SUB,SQ,SGD,B787-10,2026-06-13T09:55:00,2026-06-13T12:25:00,ECONOMY,O,150,142.50
513,SUB,SIN,SQ,IDR,B787-10,2026-06-13T14:30:00,2026-06-13T16:55:00,ECONOMY,O,145,1911529.86
514,SIN,SGN,SQ,SGD,B787-10,2026-06-13T10:55:00,2026-06-13T13:10:00,ECONOMY,O,135,123.00
515,SGN,SIN,SQ,VND,B787-10,2026-06-13T15:30:00,2026-06-13T17:35:00,ECONOMY,O,125,2485613.06
518,SIN,HKG,SQ,SGD,A350-900,2026-06-14T10:00:00,2026-06-14T14:20:00,ECONOMY,O,260,163.50
519,HKG,SIN,SQ,HKD,A350-900,2026-06-14T14:35:00,2026-06-14T18:40:00,ECONOMY,O,245,1005.50
520,SIN,LHR,SQ,SGD,B777-300ER,2026-06-14T01:00:00,2026-06-14T15:55:00,ECONOMY,O,895,595.50
521,LHR,SIN,SQ,GBP,B777-300ER,2026-06-14T13:35:00,2026-06-15T03:15:00,ECONOMY,O,820,347.56
522,SIN,SUB,SQ,SGD,B787-10,2026-06-14T10:00:00,2026-06-14T12:30:00,ECONOMY,O,150,142.50
523,SUB,SIN,SQ,IDR,B787-10,2026-06-14T15:35:00,2026-06-14T18:00:00,ECONOMY,O,145,1911529.86
524,SIN,SGN,SQ,SGD,B787-10,2026-06-14T11:00:00,2026-06-14T13:15:00,ECONOMY,O,135,123.00
525,SGN,SIN,SQ,VND,B787-10,2026-06-14T16:35:00,2026-06-14T18:40:00,ECONOMY,O,125,2485613.06
528,SIN,HKG,SQ,SGD,A380-800,2026-06-15T08:05:00,2026-06-15T12:25:00,ECONOMY,O,260,149.50
529,HKG,SIN,SQ,HKD,A380-800,2026-06-15T15:15:00,2026-06-15T19:20:00,ECONOMY,O,245,919.41
530,SIN,LHR,SQ,SGD,A380-800,2026-06-15T23:05:00,2026-06-16T14:00:00,ECONOMY,O,895,550.50
531,LHR,SIN,SQ,GBP,A380-800,2026-06-15T14:15:00,2026-06-16T03:55:00,ECONOMY,O,820,321.30
532,SIN,SUB,SQ,SGD,B787-10,2026-06-15T08:05:00,2026-06-15T10:35:00,ECONOMY,O,150,132.50
533,SUB,SIN,SQ,IDR,B787-10,2026-06-15T16:15:00,2026-06-15T18:40:00,ECONOMY,O,145,1777387.41
534,SIN,SGN,SQ,SGD,B787-10,2026-06-15T09:05:00,2026-06-15T11:20:00,ECONOMY,O,135,115.00
535,SGN,SIN,SQ,VND,B787-10,2026-06-15T17:15:00,2026-06-15T19:20:00,ECONOMY,O,125,2323947.17
538,SIN,HKG,SQ,SGD,A350-900,2026-06-16T09:10:00,2026-06-16T13:30:00,ECONOMY,O,260,143.50
539,HKG,SIN,SQ,HKD,A350-900,2026-06-16T12:20:00,2026-06-16T16:25:00,ECONOMY,O,245,882.51
540,SIN,LHR,SQ,SGD,A350-900,2026-06-16T00:10:00,2026-06-16T15:05:00,ECONOMY,O,895,528.50
541,LHR,SIN,SQ,GBP,A350-900,2026-06-16T11:20:00,2026-06-17T01:00:00,ECONOMY,O,820,308.46
542,SIN,SUB,SQ,SGD,B787-10,2026-06-16T09:10:00,2026-06-16T11:40:00,ECONOMY,O,150,128.50
543,SUB,SIN,SQ,IDR,B787-10,2026-06-16T13:20:00,2026-06-16T15:45:00,ECONOMY,O,145,1723730.43
544,SIN,SGN,SQ,SGD,B787-10,2026-06-16T10:10:00,2026-06-16T12:25:00,ECONOMY,O,135,112.00
545,SGN,SIN,SQ,VND,B787-10,2026-06-16T14:20:00,2026-06-16T16:25:00,ECONOMY,O,125,2263322.46
548,SIN,HKG,SQ,SGD,A380-800,2026-06-17T10:15:00,2026-06-17T14:35:00,ECONOMY,O,260,143.50
549,HKG,SIN,SQ,HKD,A380-800,2026-06-17T13:25:00,2026-06-17T17:30:00,ECONOMY,O,245,882.51
550,SIN,LHR,SQ,SGD,B777-300ER,2026-06-17T01:15:00,2026-06-17T16:10:00,ECONOMY,O,895,528.50
551,LHR,SIN,SQ,GBP,B777-300ER,2026-06-17T12:25:00,2026-06-18T02:05:00,ECONOMY,O,820,308.46
552,SIN,SUB,SQ,SGD,B787-10,2026-06-17T10:15:00,2026-06-17T12:45:00,ECONOMY,O,150,128.50
553,SUB,SIN,SQ,IDR,B787-10,2026-06-17T14:25:00,2026-06-17T16:50:00,ECONOMY,O,145,1723730.43
554,SIN,SGN,SQ,SGD,B787-10,2026-06-17T11:15:00,2026-06-17T13:30:00,ECONOMY,O,135,112.00
555,SGN,SIN,SQ,VND,B787-10,2026-06-17T15:25:00,2026-06-17T17:30:00,ECONOMY,O,125,2263322.46
558,SIN,HKG,SQ,SGD,A350-900,2026-06-18T08:50:00,2026-06-18T13:10:00,ECONOMY,O,260,149.50
559,HKG,SIN,SQ,HKD,A350-900,2026-06-18T14:30:00,2026-06-18T18:35:00,ECONOMY,O,245,919.41
560,SIN,LHR,SQ,SGD,A380-800,2026-06-18T23:50:00,2026-06-19T14:45:00,ECONOMY,O,895,550.50
561,LHR,SIN,SQ,GBP,A380-800,2026-06-18T13:30:00,2026-06-19T03:10:00,ECONOMY,O,820,321.30
562,SIN,SUB,SQ,SGD,B787-10,2026-06-18T08:50:00,2026-06-18T11:20:00,ECONOMY,O,150,132.50
563,SUB,SIN,SQ,IDR,B787-10,2026-06-18T15:30:00,2026-06-18T17:55:00,ECONOMY,O,145,1777387.41
564,SIN,SGN,SQ,SGD,B787-10,2026-06-18T09:50:00,2026-06-18T12:05:00,ECONOMY,O,135,115.00
565,SGN,SIN,SQ,VND,B787-10,2026-06-18T16:30:00,2026-06-18T18:35:00,ECONOMY,O,125,2323947.17
568,SIN,HKG,SQ,SGD,A380-800,2026-06-19T09:55:00,2026-06-19T14:15:00,ECONOMY,O,260,163.50
569,HKG,SIN,SQ,HKD,A380-800,2026-06-19T15:35:00,2026-06-19T19:40:00,ECONOMY,O,245,1005.50
570,SIN,LHR,SQ,SGD,A350-900,2026-06-19T00:55:00,2026-06-19T15:50:00,ECONOMY,O,895,595.50
571,LHR,SIN,SQ,GBP,A350-900,2026-06-19T14:35:00,2026-06-20T04:15:00,ECONOMY,O,820,347.56
572,SIN,SUB,SQ,SGD,B787-10,2026-06-19T09:55:00,2026-06-19T12:25:00,ECONOMY,O,150,142.50
573,SUB,SIN,SQ,IDR,B787-10,2026-06-19T16:35:00,2026-06-19T19:00:00,ECONOMY,O,145,1911529.86
574,SIN,SGN,SQ,SGD,B787-10,2026-06-19T10:55:00,2026-06-19T13:10:00,ECONOMY,O,135,123.00
575,SGN,SIN,SQ,VND,B787-10,2026-06-19T17:35:00,2026-06-19T19:40:00,ECONOMY,O,125,2485613.06
578,SIN,HKG,SQ,SGD,A350-900,2026-06-20T10:00:00,2026-06-20T14:20:00,ECONOMY,O,260,163.50
579,HKG,SIN,SQ,HKD,A350-900,2026-06-20T12:15:00,2026-06-20T16:20:00,ECONOMY,O,245,1005.50
580,SIN,LHR,SQ,SGD,B777-300ER,2026-06-20T01:00:00,2026-06-20T15:55:00,ECONOMY,O,895,595.50
581,LHR,SIN,SQ,GBP,B777-300ER,2026-06-20T11:15:00,2026-06-21T00:55:00,ECONOMY,O,820,347.56
582,SIN,SUB,SQ,SGD,B787-10,2026-06-20T10:00:00,2026-06-20T12:30:00,ECONOMY,O,150,142.50
583,SUB,SIN,SQ,IDR,B787-10,2026-06-20T13:15:00,2026-06-20T15:40:00,ECONOMY,O,145,1911529.86
584,SIN,SGN,SQ,SGD,B787-10,2026-06-20T11:00:00,2026-06-20T13:15:00,ECONOMY,O,135,123.00
585,SGN,SIN,SQ,VND,B787-10,2026-06-20T14:15:00,2026-06-20T16:20:00,ECONOMY,O,125,2485613.06
588,SIN,HKG,SQ,SGD,A380-800,2026-06-21T08:05:00,2026-06-21T12:25:00,ECONOMY,O,260,163.50
589,HKG,SIN,SQ,HKD,A380-800,2026-06-21T13:20:00,2026-06-21T17:25:00,ECONOMY,O,245,1005.50
590,SIN,LHR,SQ,SGD,A380-800,2026-06-21T23:05:00,2026-06-22T14:00:00,ECONOMY,O,895,595.50
591,LHR,SIN,SQ,GBP,A380-800,2026-06-21T12:20:00,2026-06-22T02:00:00,ECONOMY,O,820,347.56
592,SIN,SUB,SQ,SGD,B787-10,2026-06-21T08:05:00,2026-06-21T10:35:00,ECONOMY,O,150,142.50
593,SUB,SIN,SQ,IDR,B787-10,2026-06-21T14:20:00,2026-06-21T16:45:00,ECONOMY,O,145,1911529.86
594,SIN,SGN,SQ,SGD,B787-10,2026-06-21T09:05:00,2026-06-21T11:20:00,ECONOMY,O,135,123.00
595,SGN,SIN,SQ,VND,B787-10,2026-06-21T15:20:00,2026-06-21T17:25:00,ECONOMY,O,125,2485613.06
598,SIN,HKG,SQ,SGD,A350-900,2026-06-22T09:10:00,2026-06-22T13:30:00,ECONOMY,O,260,149.50
599,HKG,SIN,SQ,HKD,A350-900,2026-06-22T14:25:00,2026-06-22T18:30:00,ECONOMY,O,245,919.41
600,SIN,LHR,SQ,SGD,A350-900,2026-06-22T00:10:00,2026-06-22T15:05:00,ECONOMY,O,895,550.50
601,LHR,SIN,SQ,GBP,A350-900,2026-06-22T13:25:00,2026-06-23T03:05:00,ECONOMY,O,820,321.30
602,SIN,SUB,SQ,SGD,B787-10,2026-06-22T09:10:00,2026-06-22T11:40:00,ECONOMY,O,150,132.50
603,SUB,SIN,SQ,IDR,B787-10,2026-06-22T15:25:00,2026-06-22T17:50:00,ECONOMY,O,145,1777387.41
604,SIN,SGN,SQ,SGD,B787-10,2026-06-22T10:10:00,2026-06-22T12:25:00,ECONOMY,O,135,115.00
605,SGN,SIN,SQ,VND,B787-10,2026-06-22T16:25:00,2026-06-22T18:30:00,ECONOMY,O,125,2323947.17
608,SIN,HKG,SQ,SGD,A380-800,2026-06-23T10:15:00,2026-06-23T14:35:00,ECONOMY,O,260,143.50
609,HKG,SIN,SQ,HKD,A380-800,2026-06-23T15:30:00,2026-06-23T19:35:00,ECONOMY,O,245,882.51
610,SIN,LHR,SQ,SGD,B777-300ER,2026-06-23T01:15:00,2026-06-23T16:10:00,ECONOMY,O,895,528.50
611,LHR,SIN,SQ,GBP,B777-300ER,2026-06-23T14:30:00,2026-06-24T04:10:00,ECONOMY,O,820,308.46
612,SIN,SUB,SQ,SGD,B787-10,2026-06-23T10:15:00,2026-06-23T12:45:00,ECONOMY,O,150,128.50
613,SUB,SIN,SQ,IDR,B787-10,2026-06-23T16:30:00,2026-06-23T18:55:00,ECONOMY,O,145,1723730.43
614,SIN,SGN,SQ,SGD,B787-10,2026-06-23T11:15:00,2026-06-23T13:30:00,ECONOMY,O,135,112.00
615,SGN,SIN,SQ,VND,B787-10,2026-06-23T17:30:00,2026-06-23T19:35:00,ECONOMY,O,125,2263322.46
618,SIN,HKG,SQ,SGD,A350-900,2026-06-24T08:50:00,2026-06-24T13:10:00,ECONOMY,O,260,143.50
619,HKG,SIN,SQ,HKD,A350-900,2026-06-24T12:35:00,2026-06-24T16:40:00,ECONOMY,O,245,882.51
620,SIN,LHR,SQ,SGD,A380-800,2026-06-24T23:50:00,2026-06-25T14:45:00,ECONOMY,O,895,528.50
621,LHR,SIN,SQ,GBP,A380-800,2026-06-24T11:35:00,2026-06-25T01:15:00,ECONOMY,O,820,308.46
622,SIN,SUB,SQ,SGD,B787-10,2026-06-24T08:50:00,2026-06-24T11:20:00,ECONOMY,O,150,128.50
623,SUB,SIN,SQ,IDR,B787-10,2026-06-24T13:35:00,2026-06-24T16:00:00,ECONOMY,O,145,1723730.43
624,SIN,SGN,SQ,SGD,B787-10,2026-06-24T09:50:00,2026-06-24T12:05:00,ECONOMY,O,135,112.00
625,SGN,SIN,SQ,VND,B787-10,2026-06-24T14:35:00,2026-06-24T16:40:00,ECONOMY,O,125,2263322.46
628,SIN,HKG,SQ,SGD,A380-800,2026-06-25T09:55:00,2026-06-25T14:15:00,ECONOMY,O,260,149.50
629,HKG,SIN,SQ,HKD,A380-800,2026-06-25T13:15:00,2026-06-25T17:20:00,ECONOMY,O,245,919.41
630,SIN,LHR,SQ,SGD,A350-900,2026-06-25T00:55:00,2026-06-25T15:50:00,ECONOMY,O,895,550.50
631,LHR,SIN,SQ,GBP,A350-900,2026-06-25T12:15:00,2026-06-26T01:55:00,ECONOMY,O,820,321.30
632,SIN,SUB,SQ,SGD,B787-10,2026-06-25T09:55:00,2026-06-25T12:25:00,ECONOMY,O,150,132.50
633,SUB,SIN,SQ,IDR,B787-10,2026-06-25T14:15:00,2026-06-25T16:40:00,ECONOMY,O,145,1777387.41
634,SIN,SGN,SQ,SGD,B787-10,2026-06-25T10:55:00,2026-06-25T13:10:00,ECONOMY,O,135,115.00
635,SGN,SIN,SQ,VND,B787-10,2026-06-25T15:15:00,2026-06-25T17:20:00,ECONOMY,O,125,2323947.17
638,SIN,HKG,SQ,SGD,A350-900,2026-06-26T10:00:00,2026-06-26T14:20:00,ECONOMY,O,260,163.50
639,HKG,SIN,SQ,HKD,A350-900,2026-06-26T14:20:00,2026-06-26T18:25:00,ECONOMY,O,245,1005.50
640,SIN,LHR,SQ,SGD,B777-300ER,2026-06-26T01:00:00,2026-06-26T15:55:00,ECONOMY,O,895,595.50
641,LHR,SIN,SQ,GBP,B777-300ER,2026-06-26T13:20:00,2026-06-27T03:00:00,ECONOMY,O,820,347.56
642,SIN,SUB,SQ,SGD,B787-10,2026-06-26T10:00:00,2026-06-26T12:30:00,ECONOMY,O,150,142.50
643,SUB,SIN,SQ,IDR,B787-10,2026-06-26T15:20:00,2026-06-26T17:45:00,ECONOMY,O,145,1911529.86
644,SIN,SGN,SQ,SGD,B787-10,2026-06-26T11:00:00,2026-06-26T13:15:00,ECONOMY,O,135,123.00
645,SGN,SIN,SQ,VND,B787-10,2026-06-26T16:20:00,2026-06-26T18:25:00,ECONOMY,O,125,2485613.06
648,SIN,HKG,SQ,SGD,A380-800,2026-06-27T08:05:00,2026-06-27T12:25:00,ECONOMY,O,260,163.50
649,HKG,SIN,SQ,HKD,A380-800,2026-06-27T15:25:00,2026-06-27T19:30:00,ECONOMY,O,245,1005.50
650,SIN,LHR,SQ,SGD,A380-800,2026-06-27T23:05:00,2026-06-28T14:00:00,ECONOMY,O,895,595.50
651,LHR,SIN,SQ,GBP,A380-800,2026-06-27T14:25:00,2026-06-28T04:05:00,ECONOMY,O,820,347.56
652,SIN,SUB,SQ,SGD,B787-10,2026-06-27T08:05:00,2026-06-27T10:35:00,ECONOMY,O,150,142.50
653,SUB,SIN,SQ,IDR,B787-10,2026-06-27T16:25:00,2026-06-27T18:50:00,ECONOMY,O,145,1911529.86
654,SIN,SGN,SQ,SGD,B787-10,2026-06-27T09:05:00,2026-06-27T11:20:00,ECONOMY,O,135,123.00
655,SGN,SIN,SQ,VND,B787-10,2026-06-27T17:25:00,2026-06-27T19:30:00,ECONOMY,O,125,2485613.06
658,SIN,HKG,SQ,SGD,A350-900,2026-06-28T09:10:00,2026-06-28T13:30:00,ECONOMY,O,260,163.50
659,HKG,SIN,SQ,HKD,A350-900,2026-06-28T12:30:00,2026-06-28T16:35:00,ECONOMY,O,245,1005.50
660,SIN,LHR,SQ,SGD,A350-900,2026-06-28T00:10:00,2026-06-28T15:05:00,ECONOMY,O,895,595.50
661,LHR,SIN,SQ,GBP,A350-900,2026-06-28T11:30:00,2026-06-29T01:10:00,ECONOMY,O,820,347.56
662,SIN,SUB,SQ,SGD,B787-10,2026-06-28T09:10:00,2026-06-28T11:40:00,ECONOMY,O,150,142.50
663,SUB,SIN,SQ,IDR,B787-10,2026-06-28T13:30:00,2026-06-28T15:55:00,ECONOMY,O,145,1911529.86
664,SIN,SGN,SQ,SGD,B787-10,2026-06-28T10:10:00,2026-06-28T12:25:00,ECONOMY,O,135,123.00
665,SGN,SIN,SQ,VND,B787-10,2026-06-28T14:30:00,2026-06-28T16:35:00,ECONOMY,O,125,2485613.06
668,SIN,HKG,SQ,SGD,A380-800,2026-06-29T10:15:00,2026-06-29T14:35:00,ECONOMY,O,260,149.50
669,HKG,SIN,SQ,HKD,A380-800,2026-06-29T13:35:00,2026-06-29T17:40:00,ECONOMY,O,245,919.41
670,SIN,LHR,SQ,SGD,B777-300ER,2026-06-29T01:15:00,2026-06-29T16:10:00,ECONOMY,O,895,550.50
671,LHR,SIN,SQ,GBP,B777-300ER,2026-06-29T12:35:00,2026-06-30T02:15:00,ECONOMY,O,820,321.30
672,SIN,SUB,SQ,SGD,B787-10,2026-06-29T10:15:00,2026-06-29T12:45:00,ECONOMY,O,150,132.50
673,SUB,SIN,SQ,IDR,B787-10,2026-06-29T14:35:00,2026-06-29T17:00:00,ECONOMY,O,145,1777387.41
