f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total,f_num_of_last_seats
SGN,SIN,SQ,VND,B787-10,2026-06-02T16:25:00,2026-06-02T18:30:00,ECONOMY,O,125,2263322.46,293
SIN,HKG,SQ,SGD,A380-800,2026-06-03T08:05:00,2026-06-03T12:25:00,ECONOMY,O,260,143.5,37
HKG,SIN,SQ,HKD,A380-800,2026-06-03T15:30:00,2026-06-03T19:35:00,ECONOMY,O,245,882.51,117
SIN,LHR,SQ,SGD,A380-800,2026-06-03T23:05:00,2026-06-04T14:00:00,ECONOMY,O,895,528.5,53
LHR,SIN,SQ,GBP,A380-800,2026-06-03T14:30:00,2026-06-04T04:10:00,ECONOMY,O,820,308.46,349
SIN,SUB,SQ,SGD,B787-10,2026-06-03T08:05:00,2026-06-03T10:35:00,ECONOMY,O,150,128.5,295
SUB,SIN,SQ,IDR,B787-10,2026-06-03T16:30:00,2026-06-03T18:55:00,ECONOMY,O,145,1723730.43,455
SIN,SGN,SQ,SGD,B787-10,2026-06-03T09:05:00,2026-06-03T11:20:00,ECONOMY,O,135,112.0,340
SGN,SIN,SQ,VND,B787-10,2026-06-03T17:30:00,2026-06-03T19:35:00,ECONOMY,O,125,2263322.46,137
SIN,HKG,SQ,SGD,A350-900,2026-06-04T09:10:00,2026-06-04T13:30:00,ECONOMY,O,260,149.5,357
HKG,SIN,SQ,HKD,A350-900,2026-06-04T12:35:00,2026-06-04T16:40:00,ECONOMY,O,245,919.41,482
SIN,LHR,SQ,SGD,A350-900,2026-06-04T00:10:00,2026-06-04T15:05:00,ECONOMY,O,895,550.5,240
LHR,SIN,SQ,GBP,A350-900,2026-06-04T11:35:00,2026-06-05T01:15:00,ECONOMY,O,820,321.3,199
SIN,SUB,SQ,SGD,B787-10,2026-06-04T09:10:00,2026-06-04T11:40:00,ECONOMY,O,150,132.5,234
SUB,SIN,SQ,IDR,B787-10,2026-06-04T13:35:00,2026-06-04T16:00:00,ECONOMY,O,145,1777387.41,394
SIN,SGN,SQ,SGD,B787-10,2026-06-04T10:10:00,2026-06-04T12:25:00,ECONOMY,O,135,115.0,386
SGN,SIN,SQ,VND,B787-10,2026-06-04T14:35:00,2026-06-04T16:40:00,ECONOMY,O,125,2323947.17,292
SIN,HKG,SQ,SGD,A380-800,2026-06-05T10:15:00,2026-06-05T14:35:00,ECONOMY,O,260,163.5,455
HKG,SIN,SQ,HKD,A380-800,2026-06-05T13:15:00,2026-06-05T17:20:00,ECONOMY,O,245,1005.5,130
SIN,LHR,SQ,SGD,B777-300ER,2026-06-05T01:15:00,2026-06-05T16:10:00,ECONOMY,O,895,595.5,125
LHR,SIN,SQ,GBP,B777-300ER,2026-06-05T12:15:00,2026-06-06T01:55:00,ECONOMY,O,820,347.56,470
SIN,SUB,SQ,SGD,B787-10,2026-06-05T10:15:00,2026-06-05T12:45:00,ECONOMY,O,150,142.5,242
SUB,SIN,SQ,IDR,B787-10,2026-06-05T14:15:00,2026-06-05T16:40:00,ECONOMY,O,145,1911529.86,268
SIN,SGN,SQ,SGD,B787-10,2026-06-05T11:15:00,2026-06-05T13:30:00,ECONOMY,O,135,123.0,368
SGN,SIN,SQ,VND,B787-10,2026-06-05T15:15:00,2026-06-05T17:20:00,ECONOMY,O,125,2485613.06,207
SIN,HKG,SQ,SGD,A350-900,2026-06-06T08:50:00,2026-06-06T13:10:00,ECONOMY,O,260,163.5,465
HKG,SIN,SQ,HKD,A350-900,2026-06-06T14:20:00,2026-06-06T18:25:00,ECONOMY,O,245,1005.5,420
SIN,LHR,SQ,SGD,A380-800,2026-06-06T23:50:00,2026-06-07T14:45:00,ECONOMY,O,895,595.5,146
LHR,SIN,SQ,GBP,A380-800,2026-06-06T13:20:00,2026-06-07T03:00:00,ECONOMY,O,820,347.56,327
SIN,SUB,SQ,SGD,B787-10,2026-06-06T08:50:00,2026-06-06T11:20:00,ECONOMY,O,150,142.5,174
SUB,SIN,SQ,IDR,B787-10,2026-06-06T15:20:00,2026-06-06T17:45:00,ECONOMY,O,145,1911529.86,234
SIN,SGN,SQ,SGD,B787-10,2026-06-06T09:50:00,2026-06-06T12:05:00,ECONOMY,O,135,123.0,316
SGN,SIN,SQ,VND,B787-10,2026-06-06T16:20:00,2026-06-06T18:25:00,ECONOMY,O,125,2485613.06,243
SIN,HKG,SQ,SGD,A380-800,2026-06-07T09:55:00,2026-06-07T14:15:00,ECONOMY,O,260,163.5,181
HKG,SIN,SQ,HKD,A380-800,2026-06-07T15:25:00,2026-06-07T19:30:00,ECONOMY,O,245,1005.5,161
SIN,LHR,SQ,SGD,A350-900,2026-06-07T00:55:00,2026-06-07T15:50:00,ECONOMY,O,895,595.5,472
LHR,SIN,SQ,GBP,A350-900,2026-06-07T14:25:00,2026-06-08T04:05:00,ECONOMY,O,820,347.56,324
SIN,SUB,SQ,SGD,B787-10,2026-06-07T09:55:00,2026-06-07T12:25:00,ECONOMY,O,150,142.5,383
SUB,SIN,SQ,IDR,B787-10,2026-06-07T16:25:00,2026-06-07T18:50:00,ECONOMY,O,145,1911529.86,169
SIN,SGN,SQ,SGD,B787-10,2026-06-07T10:55:00,2026-06-07T13:10:00,ECONOMY,O,135,123.0,105
SGN,SIN,SQ,VND,B787-10,2026-06-07T17:25:00,2026-06-07T19:30:00,ECONOMY,O,125,2485613.06,481
SIN,HKG,SQ,SGD,A350-900,2026-06-08T10:00:00,2026-06-08T14:20:00,ECONOMY,O,260,149.5,242
HKG,SIN,SQ,HKD,A350-900,2026-06-08T12:30:00,2026-06-08T16:35:00,ECONOMY,O,245,919.41,189
SIN,LHR,SQ,SGD,B777-300ER,2026-06-08T01:00:00,2026-06-08T15:55:00,ECONOMY,O,895,550.5,122
LHR,SIN,SQ,GBP,B777-300ER,2026-06-08T11:30:00,2026-06-09T01:10:00,ECONOMY,O,820,321.3,327
SIN,SUB,SQ,SGD,B787-10,2026-06-08T10:00:00,2026-06-08T12:30:00,ECONOMY,O,150,132.5,451
SUB,SIN,SQ,IDR,B787-10,2026-06-08T13:30:00,2026-06-08T15:55:00,ECONOMY,O,145,1777387.41,61
SIN,SGN,SQ,SGD,B787-10,2026-06-08T11:00:00,2026-06-08T13:15:00,ECONOMY,O,135,115.0,277
SGN,SIN,SQ,VND,B787-10,2026-06-08T14:30:00,2026-06-08T16:35:00,ECONOMY,O,125,2323947.17,304
SIN,HKG,SQ,SGD,A380-800,2026-06-09T08:05:00,2026-06-09T12:25:00,ECONOMY,O,260,143.5,395
HKG,SIN,SQ,HKD,A380-800,2026-06-09T13:35:00,2026-06-09T17:40:00,ECONOMY,O,245,882.51,396
SIN,LHR,SQ,SGD,A380-800,2026-06-09T23:05:00,2026-06-10T14:00:00,ECONOMY,O,895,528.5,122
LHR,SIN,SQ,GBP,A380-800,2026-06-09T12:35:00,2026-06-10T02:15:00,ECONOMY,O,820,308.46,110
SIN,SUB,SQ,SGD,B787-10,2026-06-09T08:05:00,2026-06-09T10:35:00,ECONOMY,O,150,128.5,122
SUB,SIN,SQ,IDR,B787-10,2026-06-09T14:35:00,2026-06-09T17:00:00,ECONOMY,O,145,1723730.43,449
SIN,SGN,SQ,SGD,B787-10,2026-06-09T09:05:00,2026-06-09T11:20:00,ECONOMY,O,135,112.0,90
SGN,SIN,SQ,VND,B787-10,2026-06-09T15:35:00,2026-06-09T17:40:00,ECONOMY,O,125,2263322.46,196
SIN,HKG,SQ,SGD,A350-900,2026-06-10T09:10:00,2026-06-10T13:30:00,ECONOMY,O,260,143.5,122
HKG,SIN,SQ,HKD,A350-900,2026-06-10T14:15:00,2026-06-10T18:20:00,ECONOMY,O,245,882.51,11
SIN,LHR,SQ,SGD,A350-900,2026-06-10T00:10:00,2026-06-10T15:05:00,ECONOMY,O,895,528.5,139
LHR,SIN,SQ,GBP,A350-900,2026-06-10T13:15:00,2026-06-11T02:55:00,ECONOMY,O,820,308.46,229
SIN,SUB,SQ,SGD,B787-10,2026-06-10T09:10:00,2026-06-10T11:40:00,ECONOMY,O,150,128.5,63
SUB,SIN,SQ,IDR,B787-10,2026-06-10T15:15:00,2026-06-10T17:40:00,ECONOMY,O,145,1723730.43,352
SIN,SGN,SQ,SGD,B787-10,2026-06-10T10:10:00,2026-06-10T12:25:00,ECONOMY,O,135,112.0,494
SGN,SIN,SQ,VND,B787-10,2026-06-10T16:15:00,2026-06-10T18:20:00,ECONOMY,O,125,2263322.46,233
SIN,HKG,SQ,SGD,A380-800,2026-06-11T10:15:00,2026-06-11T14:35:00,ECONOMY,O,260,149.5,234
HKG,SIN,SQ,HKD,A380-800,2026-06-11T15:20:00,2026-06-11T19:25:00,ECONOMY,O,245,919.41,394
SIN,LHR,SQ,SGD,B777-300ER,2026-06-11T01:15:00,2026-06-11T16:10:00,ECONOMY,O,895,550.5,412
LHR,SIN,SQ,GBP,B777-300ER,2026-06-11T14:20:00,2026-06-12T04:00:00,ECONOMY,O,820,321.3,135
SIN,SUB,SQ,SGD,B787-10,2026-06-11T10:15:00,2026-06-11T12:45:00,ECONOMY,O,150,132.5,139
SUB,SIN,SQ,IDR,B787-10,2026-06-11T16:20:00,2026-06-11T18:45:00,ECONOMY,O,145,1777387.41,62
SIN,SGN,SQ,SGD,B787-10,2026-06-11T11:15:00,2026-06-11T13:30:00,ECONOMY,O,135,115.0,181
SGN,SIN,SQ,VND,B787-10,2026-06-11T17:20:00,2026-06-11T19:25:00,ECONOMY,O,125,2323947.17,227
SIN,HKG,SQ,SGD,A350-900,2026-06-12T08:50:00,2026-06-12T13:10:00,ECONOMY,O,260,163.5,169
HKG,SIN,SQ,HKD,A350-900,2026-06-12T12:25:00,2026-06-12T16:30:00,ECONOMY,O,245,1005.5,207
SIN,LHR,SQ,SGD,A380-800,2026-06-12T23:50:00,2026-06-13T14:45:00,ECONOMY,O,895,595.5,425
LHR,SIN,SQ,GBP,A380-800,2026-06-12T11:25:00,2026-06-13T01:05:00,ECONOMY,O,820,347.56,256
SIN,SUB,SQ,SGD,B787-10,2026-06-12T08:50:00,2026-06-12T11:20:00,ECONOMY,O,150,142.5,333
SUB,SIN,SQ,IDR,B787-10,2026-06-12T13:25:00,2026-06-12T15:50:00,ECONOMY,O,145,1911529.86,448
SIN,SGN,SQ,SGD,B787-10,2026-06-12T09:50:00,2026-06-12T12:05:00,ECONOMY,O,135,123.0,212
SGN,SIN,SQ,VND,B787-10,2026-06-12T14:25:00,2026-06-12T16:30:00,ECONOMY,O,125,2485613.06,193
SIN,HKG,SQ,SGD,A380-800,2026-06-13T09:55:00,2026-06-13T14:15:00,ECONOMY,O,260,163.5,132
HKG,SIN,SQ,HKD,A380-800,2026-06-13T13:30:00,2026-06-13T17:35:00,ECONOMY,O,245,1005.5,410
SIN,LHR,SQ,SGD,A350-900,2026-06-13T00:55:00,2026-06-13T15:50:00,ECONOMY,O,895,595.5,264
LHR,SIN,SQ,GBP,A350-900,2026-06-13T12:30:00,2026-06-14T02:10:00,ECONOMY,O,820,347.56,303
SIN,SUB,SQ,SGD,B787-10,2026-06-13T09:55:00,2026-06-13T12:25:00,ECONOMY,O,150,142.5,289
SUB,SIN,SQ,IDR,B787-10,2026-06-13T14:30:00,2026-06-13T16:55:00,ECONOMY,O,145,1911529.86,334
SIN,SGN,SQ,SGD,B787-10,2026-06-13T10:55:00,2026-06-13T13:10:00,ECONOMY,O,135,123.0,381
SGN,SIN,SQ,VND,B787-10,2026-06-13T15:30:00,2026-06-13T17:35:00,ECONOMY,O,125,2485613.06,107
SIN,HKG,SQ,SGD,A350-900,2026-06-14T10:00:00,2026-06-14T14:20:00,ECONOMY,O,260,163.5,207
HKG,SIN,SQ,HKD,A350-900,2026-06-14T14:35:00,2026-06-14T18:40:00,ECONOMY,O,245,1005.5,479
SIN,LHR,SQ,SGD,B777-300ER,2026-06-14T01:00:00,2026-06-14T15:55:00,ECONOMY,O,895,595.5,404
LHR,SIN,SQ,GBP,B777-300ER,2026-06-14T13:35:00,2026-06-15T03:15:00,ECONOMY,O,820,347.56,249
SIN,SUB,SQ,SGD,B787-10,2026-06-14T10:00:00,2026-06-14T12:30:00,ECONOMY,O,150,142.5,153
SUB,SIN,SQ,IDR,B787-10,2026-06-14T15:35:00,2026-06-14T18:00:00,ECONOMY,O,145,1911529.86,106
SIN,SGN,SQ,SGD,B787-10,2026-06-14T11:00:00,2026-06-14T13:15:00,ECONOMY,O,135,123.0,210
SGN,SIN,SQ,VND,B787-10,2026-06-14T16:35:00,2026-06-14T18:40:00,ECONOMY,O,125,2485613.06,133
SIN,HKG,SQ,SGD,A380-800,2026-06-15T08:05:00,2026-06-15T12:25:00,ECONOMY,O,260,149.5,196
HKG,SIN,SQ,HKD,A380-800,2026-06-15T15:15:00,2026-06-15T19:20:00,ECONOMY,O,245,919.41,335
SIN,LHR,SQ,SGD,A380-800,2026-06-15T23:05:00,2026-06-16T14:00:00,ECONOMY,O,895,550.5,473
LHR,SIN,SQ,GBP,A380-800,2026-06-15T14:15:00,2026-06-16T03:55:00,ECONOMY,O,820,321.3,358
SIN,SUB,SQ,SGD,B787-10,2026-06-15T08:05:00,2026-06-15T10:35:00,ECONOMY,O,150,132.5,268
SUB,SIN,SQ,IDR,B787-10,2026-06-15T16:15:00,2026-06-15T18:40:00,ECONOMY,O,145,1777387.41,157
SIN,SGN,SQ,SGD,B787-10,2026-06-15T09:05:00,2026-06-15T11:20:00,ECONOMY,O,135,115.0,261
SGN,SIN,SQ,VND,B787-10,2026-06-15T17:15:00,2026-06-15T19:20:00,ECONOMY,O,125,2323947.17,452
SIN,HKG,SQ,SGD,A350-900,2026-06-16T09:10:00,2026-06-16T13:30:00,ECONOMY,O,260,143.5,429
HKG,SIN,SQ,HKD,A350-900,2026-06-16T12:20:00,2026-06-16T16:25:00,ECONOMY,O,245,882.51,412
SIN,LHR,SQ,SGD,A350-900,2026-06-16T00:10:00,2026-06-16T15:05:00,ECONOMY,O,895,528.5,355
LHR,SIN,SQ,GBP,A350-900,2026-06-16T11:20:00,2026-06-17T01:00:00,ECONOMY,O,820,308.46,460
SIN,SUB,SQ,SGD,B787-10,2026-06-16T09:10:00,2026-06-16T11:40:00,ECONOMY,O,150,128.5,156
SUB,SIN,SQ,IDR,B787-10,2026-06-16T13:20:00,2026-06-16T15:45:00,ECONOMY,O,145,1723730.43,157
SIN,SGN,SQ,SGD,B787-10,2026-06-16T10:10:00,2026-06-16T12:25:00,ECONOMY,O,135,112.0,361
SGN,SIN,SQ,VND,B787-10,2026-06-16T14:20:00,2026-06-16T16:25:00,ECONOMY,O,125,2263322.46,208
SIN,HKG,SQ,SGD,A380-800,2026-06-17T10:15:00,2026-06-17T14:35:00,ECONOMY,O,260,143.5,317
HKG,SIN,SQ,HKD,A380-800,2026-06-17T13:25:00,2026-06-17T17:30:00,ECONOMY,O,245,882.51,498
SIN,LHR,SQ,SGD,B777-300ER,2026-06-17T01:15:00,2026-06-17T16:10:00,ECONOMY,O,895,528.5,426
LHR,SIN,SQ,GBP,B777-300ER,2026-06-17T12:25:00,2026-06-18T02:05:00,ECONOMY,O,820,308.46,433
SIN,SUB,SQ,SGD,B787-10,2026-06-17T10:15:00,2026-06-17T12:45:00,ECONOMY,O,150,128.5,137
SUB,SIN,SQ,IDR,B787-10,2026-06-17T14:25:00,2026-06-17T16:50:00,ECONOMY,O,145,1723730.43,48
SIN,SGN,SQ,SGD,B787-10,2026-06-17T11:15:00,2026-06-17T13:30:00,ECONOMY,O,135,112.0,347
SGN,SIN,SQ,VND,B787-10,2026-06-17T15:25:00,2026-06-17T17:30:00,ECONOMY,O,125,2263322.46,369
SIN,HKG,SQ,SGD,A350-900,2026-06-18T08:50:00,2026-06-18T13:10:00,ECONOMY,O,260,149.5,138
HKG,SIN,SQ,HKD,A350-900,2026-06-18T14:30:00,2026-06-18T18:35:00,ECONOMY,O,245,919.41,276
SIN,LHR,SQ,SGD,A380-800,2026-06-18T23:50:00,2026-06-19T14:45:00,ECONOMY,O,895,550.5,485
LHR,SIN,SQ,GBP,A380-800,2026-06-18T13:30:00,2026-06-19T03:10:00,ECONOMY,O,820,321.3,450
SIN,SUB,SQ,SGD,B787-10,2026-06-18T08:50:00,2026-06-18T11:20:00,ECONOMY,O,150,132.5,482
SUB,SIN,SQ,IDR,B787-10,2026-06-18T15:30:00,2026-06-18T17:55:00,ECONOMY,O,145,1777387.41,443
SIN,SGN,SQ,SGD,B787-10,2026-06-18T09:50:00,2026-06-18T12:05:00,ECONOMY,O,135,115.0,160
SGN,SIN,SQ,VND,B787-10,2026-06-18T16:30:00,2026-06-18T18:35:00,ECONOMY,O,125,2323947.17,424
SIN,HKG,SQ,SGD,A380-800,2026-06-19T09:55:00,2026-06-19T14:15:00,ECONOMY,O,260,163.5,487
HKG,SIN,SQ,HKD,A380-800,2026-06-19T15:35:00,2026-06-19T19:40:00,ECONOMY,O,245,1005.5,307
SIN,LHR,SQ,SGD,A350-900,2026-06-19T00:55:00,2026-06-19T15:50:00,ECONOMY,O,895,595.5,108
LHR,SIN,SQ,GBP,A350-900,2026-06-19T14:35:00,2026-06-20T04:15:00,ECONOMY,O,820,347.56,272
SIN,SUB,SQ,SGD,B787-10,2026-06-19T09:55:00,2026-06-19T12:25:00,ECONOMY,O,150,142.5,261
SUB,SIN,SQ,IDR,B787-10,2026-06-19T16:35:00,2026-06-19T19:00:00,ECONOMY,O,145,1911529.86,153
SIN,SGN,SQ,SGD,B787-10,2026-06-19T10:55:00,2026-06-19T13:10:00,ECONOMY,O,135,123.0,355
SGN,SIN,SQ,VND,B787-10,2026-06-19T17:35:00,2026-06-19T19:40:00,ECONOMY,O,125,2485613.06,121
SIN,HKG,SQ,SGD,A350-900,2026-06-20T10:00:00,2026-06-20T14:20:00,ECONOMY,O,260,163.5,69
HKG,SIN,SQ,HKD,A350-900,2026-06-20T12:15:00,2026-06-20T16:20:00,ECONOMY,O,245,1005.5,378
SIN,LHR,SQ,SGD,B777-300ER,2026-06-20T01:00:00,2026-06-20T15:55:00,ECONOMY,O,895,595.5,11
LHR,SIN,SQ,GBP,B777-300ER,2026-06-20T11:15:00,2026-06-21T00:55:00,ECONOMY,O,820,347.56,394
SIN,SUB,SQ,SGD,B787-10,2026-06-20T10:00:00,2026-06-20T12:30:00,ECONOMY,O,150,142.5,313
SUB,SIN,SQ,IDR,B787-10,2026-06-20T13:15:00,2026-06-20T15:40:00,ECONOMY,O,145,1911529.86,263
SIN,SGN,SQ,SGD,B787-10,2026-06-20T11:00:00,2026-06-20T13:15:00,ECONOMY,O,135,123.0,149
SGN,SIN,SQ,VND,B787-10,2026-06-20T14:15:00,2026-06-20T16:20:00,ECONOMY,O,125,2485613.06,462
SIN,HKG,SQ,SGD,A380-800,2026-06-21T08:05:00,2026-06-21T12:25:00,ECONOMY,O,260,163.5,46
HKG,SIN,SQ,HKD,A380-800,2026-06-21T13:20:00,2026-06-21T17:25:00,ECONOMY,O,245,1005.5,169
SIN,LHR,SQ,SGD,A380-800,2026-06-21T23:05:00,2026-06-22T14:00:00,ECONOMY,O,895,595.5,18
LHR,SIN,SQ,GBP,A380-800,2026-06-21T12:20:00,2026-06-22T02:00:00,ECONOMY,O,820,347.56,242
SIN,SUB,SQ,SGD,B787-10,2026-06-21T08:05:00,2026-06-21T10:35:00,ECONOMY,O,150,142.5,108
SUB,SIN,SQ,IDR,B787-10,2026-06-21T14:20:00,2026-06-21T16:45:00,ECONOMY,O,145,1911529.86,156
SIN,SGN,SQ,SGD,B787-10,2026-06-21T09:05:00,2026-06-21T11:20:00,ECONOMY,O,135,123.0,313
SGN,SIN,SQ,VND,B787-10,2026-06-21T15:20:00,2026-06-21T17:25:00,ECONOMY,O,125,2485613.06,217
SIN,HKG,SQ,SGD,A350-900,2026-06-22T09:10:00,2026-06-22T13:30:00,ECONOMY,O,260,149.5,140
HKG,SIN,SQ,HKD,A350-900,2026-06-22T14:25:00,2026-06-22T18:30:00,ECONOMY,O,245,919.41,413
SIN,LHR,SQ,SGD,A350-900,2026-06-22T00:10:00,2026-06-22T15:05:00,ECONOMY,O,895,550.5,161
LHR,SIN,SQ,GBP,A350-900,2026-06-22T13:25:00,2026-06-23T03:05:00,ECONOMY,O,820,321.3,63
SIN,SUB,SQ,SGD,B787-10,2026-06-22T09:10:00,2026-06-22T11:40:00,ECONOMY,O,150,132.5,129
SUB,SIN,SQ,IDR,B787-10,2026-06-22T15:25:00,2026-06-22T17:50:00,ECONOMY,O,145,1777387.41,170
SIN,SGN,SQ,SGD,B787-10,2026-06-22T10:10:00,2026-06-22T12:25:00,ECONOMY,O,135,115.0,417
SGN,SIN,SQ,VND,B787-10,2026-06-22T16:25:00,2026-06-22T18:30:00,ECONOMY,O,125,2323947.17,125
SIN,HKG,SQ,SGD,A380-800,2026-06-23T10:15:00,2026-06-23T14:35:00,ECONOMY,O,260,143.5,84
HKG,SIN,SQ,HKD,A380-800,2026-06-23T15:30:00,2026-06-23T19:35:00,ECONOMY,O,245,882.51,122
SIN,LHR,SQ,SGD,B777-300ER,2026-06-23T01:15:00,2026-06-23T16:10:00,ECONOMY,O,895,528.5,465
LHR,SIN,SQ,GBP,B777-300ER,2026-06-23T14:30:00,2026-06-24T04:10:00,ECONOMY,O,820,308.46,429
SIN,SUB,SQ,SGD,B787-10,2026-06-23T10:15:00,2026-06-23T12:45:00,ECONOMY,O,150,128.5,431
SUB,SIN,SQ,IDR,B787-10,2026-06-23T16:30:00,2026-06-23T18:55:00,ECONOMY,O,145,1723730.43,113
SIN,SGN,SQ,SGD,B787-10,2026-06-23T11:15:00,2026-06-23T13:30:00,ECONOMY,O,135,112.0,349
SGN,SIN,SQ,VND,B787-10,2026-06-23T17:30:00,2026-06-23T19:35:00,ECONOMY,O,125,2263322.46,263
SIN,HKG,SQ,SGD,A350-900,2026-06-24T08:50:00,2026-06-24T13:10:00,ECONOMY,O,260,143.5,236
HKG,SIN,SQ,HKD,A350-900,2026-06-24T12:35:00,2026-06-24T16:40:00,ECONOMY,O,245,882.51,121
SIN,LHR,SQ,SGD,A380-800,2026-06-24T23:50:00,2026-06-25T14:45:00,ECONOMY,O,895,528.5,482
LHR,SIN,SQ,GBP,A380-800,2026-06-24T11:35:00,2026-06-25T01:15:00,ECONOMY,O,820,308.46,108
SIN,SUB,SQ,SGD,B787-10,2026-06-24T08:50:00,2026-06-24T11:20:00,ECONOMY,O,150,128.5,162
SUB,SIN,SQ,IDR,B787-10,2026-06-24T13:35:00,2026-06-24T16:00:00,ECONOMY,O,145,1723730.43,358
SIN,SGN,SQ,SGD,B787-10,2026-06-24T09:50:00,2026-06-24T12:05:00,ECONOMY,O,135,112.0,411
SGN,SIN,SQ,VND,B787-10,2026-06-24T14:35:00,2026-06-24T16:40:00,ECONOMY,O,125,2263322.46,393
SIN,HKG,SQ,SGD,A380-800,2026-06-25T09:55:00,2026-06-25T14:15:00,ECONOMY,O,260,149.5,375
HKG,SIN,SQ,HKD,A380-800,2026-06-25T13:15:00,2026-06-25T17:20:00,ECONOMY,O,245,919.41,347
SIN,LHR,SQ,SGD,A350-900,2026-06-25T00:55:00,2026-06-25T15:50:00,ECONOMY,O,895,550.5,203
LHR,SIN,SQ,GBP,A350-900,2026-06-25T12:15:00,2026-06-26T01:55:00,ECONOMY,O,820,321.3,319
SIN,SUB,SQ,SGD,B787-10,2026-06-25T09:55:00,2026-06-25T12:25:00,ECONOMY,O,150,132.5,172
SUB,SIN,SQ,IDR,B787-10,2026-06-25T14:15:00,2026-06-25T16:40:00,ECONOMY,O,145,1777387.41,217
SIN,SGN,SQ,SGD,B787-10,2026-06-25T10:55:00,2026-06-25T13:10:00,ECONOMY,O,135,115.0,454
SGN,SIN,SQ,VND,B787-10,2026-06-25T15:15:00,2026-06-25T17:20:00,ECONOMY,O,125,2323947.17,178
SIN,HKG,SQ,SGD,A350-900,2026-06-26T10:00:00,2026-06-26T14:20:00,ECONOMY,O,260,163.5,493
HKG,SIN,SQ,HKD,A350-900,2026-06-26T14:20:00,2026-06-26T18:25:00,ECONOMY,O,245,1005.5,170
SIN,LHR,SQ,SGD,B777-300ER,2026-06-26T01:00:00,2026-06-26T15:55:00,ECONOMY,O,895,595.5,77
LHR,SIN,SQ,GBP,B777-300ER,2026-06-26T13:20:00,2026-06-27T03:00:00,ECONOMY,O,820,347.56,298
SIN,SUB,SQ,SGD,B787-10,2026-06-26T10:00:00,2026-06-26T12:30:00,ECONOMY,O,150,142.5,407
SUB,SIN,SQ,IDR,B787-10,2026-06-26T15:20:00,2026-06-26T17:45:00,ECONOMY,O,145,1911529.86,286
SIN,SGN,SQ,SGD,B787-10,2026-06-26T11:00:00,2026-06-26T13:15:00,ECONOMY,O,135,123.0,313
SGN,SIN,SQ,VND,B787-10,2026-06-26T16:20:00,2026-06-26T18:25:00,ECONOMY,O,125,2485613.06,413
SIN,HKG,SQ,SGD,A380-800,2026-06-27T08:05:00,2026-06-27T12:25:00,ECONOMY,O,260,163.5,393
HKG,SIN,SQ,HKD,A380-800,2026-06-27T15:25:00,2026-06-27T19:30:00,ECONOMY,O,245,1005.5,401
SIN,LHR,SQ,SGD,A380-800,2026-06-27T23:05:00,2026-06-28T14:00:00,ECONOMY,O,895,595.5,144
LHR,SIN,SQ,GBP,A380-800,2026-06-27T14:25:00,2026-06-28T04:05:00,ECONOMY,O,820,347.56,204
SIN,SUB,SQ,SGD,B787-10,2026-06-27T08:05:00,2026-06-27T10:35:00,ECONOMY,O,150,142.5,410
SUB,SIN,SQ,IDR,B787-10,2026-06-27T16:25:00,2026-06-27T18:50:00,ECONOMY,O,145,1911529.86,137
SIN,SGN,SQ,SGD,B787-10,2026-06-27T09:05:00,2026-06-27T11:20:00,ECONOMY,O,135,123.0,42
SGN,SIN,SQ,VND,B787-10,2026-06-27T17:25:00,2026-06-27T19:30:00,ECONOMY,O,125,2485613.06,185
SIN,HKG,SQ,SGD,A350-900,2026-06-28T09:10:00,2026-06-28T13:30:00,ECONOMY,O,260,163.5,469
HKG,SIN,SQ,HKD,A350-900,2026-06-28T12:30:00,2026-06-28T16:35:00,ECONOMY,O,245,1005.5,452
SIN,LHR,SQ,SGD,A350-900,2026-06-28T00:10:00,2026-06-28T15:05:00,ECONOMY,O,895,595.5,380
LHR,SIN,SQ,GBP,A350-900,2026-06-28T11:30:00,2026-06-29T01:10:00,ECONOMY,O,820,347.56,479
SIN,SUB,SQ,SGD,B787-10,2026-06-28T09:10:00,2026-06-28T11:40:00,ECONOMY,O,150,142.5,384
SUB,SIN,SQ,IDR,B787-10,2026-06-28T13:30:00,2026-06-28T15:55:00,ECONOMY,O,145,1911529.86,31
SIN,SGN,SQ,SGD,B787-10,2026-06-28T10:10:00,2026-06-28T12:25:00,ECONOMY,O,135,123.0,247
SGN,SIN,SQ,VND,B787-10,2026-06-28T14:30:00,2026-06-28T16:35:00,ECONOMY,O,125,2485613.06,167
SIN,HKG,SQ,SGD,A380-800,2026-06-29T10:15:00,2026-06-29T14:35:00,ECONOMY,O,260,149.5,47
HKG,SIN,SQ,HKD,A380-800,2026-06-29T13:35:00,2026-06-29T17:40:00,ECONOMY,O,245,919.41,239
SIN,LHR,SQ,SGD,B777-300ER,2026-06-29T01:15:00,2026-06-29T16:10:00,ECONOMY,O,895,550.5,374
LHR,SIN,SQ,GBP,B777-300ER,2026-06-29T12:35:00,2026-06-30T02:15:00,ECONOMY,O,820,321.3,60
SIN,SUB,SQ,SGD,B787-10,2026-06-29T10:15:00,2026-06-29T12:45:00,ECONOMY,O,150,132.5,447
SUB,SIN,SQ,IDR,B787-10,2026-06-29T14:35:00,2026-06-29T17:00:00,ECONOMY,O,145,1777387.41,273
